GHG_ID,FRS_ID
1001444,110000522113
1006193,110000544215
1005358,110000550298
1007149,110000555435
1005053,110000555550
1006599,110000558986
1005998,110000564586
1004275,110000568154
1005540,110000580933
1001615,110000581406
1004295,110000581683
1001202,110000582094
1001321,110000582101
1000780,110000582352
1005190,110000583574
1003602,110000584555
1001757,110000588123
1004898,110000588203
1001489,110000588846
1006703,110000590940
1005146,110000591413
1006794,110000591609
1001010,110000591841
1003708,110000591930
1001539,110000592154
1002755,110000593028
1002455,110000593910
1003901,110000594802
1006068,110000595339
1000631,110000595856
1000592,110000597373
1002846,110000597408
1002749,110000597426
1007606,110000597729
1001428,110000598489
1001025,110000598611
1007200,110000601590
1001818,110000601867
1003081,110000602410
1008001,110000602866
1000434,110000605220
1005996,110000610651
1000639,110000620463
1002381,110000705345
1002454,110000721452
1001859,110000732823
1007553,110000739648
1006803,110000740958
1004376,110000741966
1001936,110000743394
1000442,110000743474
1006453,110000743839
1007110,110000746211
1011293,110000746792
1005164,110000757645
1006013,110000763923
1003258,110000769721
1003395,110000781716
1007556,110000782289
1004334,110000790047
1001604,110000794383
1009735,110000795159
1004633,110000797763
1000770,110000808680
1000898,110000817493
1007210,110000818072
1010522,110000825420
1007849,110000826250
1001917,110000826250
1001445,110000830904
1002009,110000847941
1001653,110000848584
1002402,110000850080
1006130,110000851267
1011427,110000865751
1000759,110000866386
1000306,110000869212
1001440,110000876954
1000105,110000888549
1003070,110000889824
1010254,110000895014
1010328,110000912031
1001829,110000999812
1007647,110001060342
1001643,110001060618
1001236,110001085646
1007616,110001089599
1005985,110001121553
1006792,110001133336
1002391,110001147189
1002215,110001148053
1000453,110001151324
1006113,110001157523
1004262,110001176575
1005063,110001185422
1000067,110001187377
1005979,110001203402
1005030,110001204660
1006553,110001234030
1001609,110001270847
1005107,110001297908
1001409,110001360474
1005633,110001391690
1001274,110001411623
1001137,110001411794
1004075,110001426617
1001053,110001444492
1007803,110001474164
1007732,110001482949
1010203,110001486909
1002213,110001508262
1002956,110001510650
1007261,110001545855
1005155,110001564584
1007071,110001584492
1001242,110001600170
1002374,110001619758
1002203,110001627366
1003458,110001630637
1001142,110001649930
1000973,110001665083
1002750,110001666064
1001424,110001695407
1005171,110001731234
1001114,110001736033
1002935,110001801364
1006738,110001815518
1000672,110001840964
1002684,110001847770
1008055,110001847967
1002489,110001848305
1011252,110001857697
1002579,110001865973
1002055,110001867114
1000346,110001867846
1007714,110001869336
1011813,110001870814
1000312,110001890053
1006300,110001911851
1002677,110001916437
1007554,110001936530
1000655,110001949508
1001392,110001971439
1011227,110001984103
1009308,110001996270
1008086,110002004964
1003769,110002011894
1006220,110002020651
1006643,110002030230
1007559,110002034539
1006578,110002042502
1001606,110002049328
1000996,110002052251
1007989,110002059904
1011090,110002063748
1011371,110002065498
1007987,110002065880
1006403,110002073130
1002036,110002102304
1006223,110002214185
1010518,110002219233
1004712,110002272139
1008205,110002291635
1011373,110002309895
1006339,110002318732
1007908,110002348905
1007812,110002354372
1002468,110002371843
1006791,110002399887
1010459,110002402356
1005248,110002440065
1006577,110002471450
1003189,110002522280
1007839,110002690730
1010317,110002700113
1009052,110002701238
1007816,110002797689
1007978,110002899908
1001366,110002929706
1001339,110002932328
1010294,110002972506
1000355,110002972506
1009193,110002977985
1009258,110002985360
1009282,110002994190
1009095,110003157020
1001573,110003167251
1001584,110003167741
1001586,110003215299
1007333,110003253121
1005240,110003266322
1010967,110003363119
1005922,110003534024
1003601,110003616196
1005556,110003711234
1010614,110003952198
1007297,110004206680
1004173,110004389331
1002160,110004541434
1009868,110004550352
1000109,110004588875
1007039,110004773594
1009159,110004864148
1006602,110005024491
1000937,110005028585
1003123,110005072722
1010021,110005088181
1000504,110005109710
1008693,110005116105
1008686,110005116105
1002893,110005312713
1003586,110005325503
1004918,110005343538
1012033,110005687364
1001146,110005718367
1000823,110005980741
1001346,110005980867
1001256,110005981296
1003668,110005981928
1005447,110005983793
1004239,110006002707
1000236,110006010583
1011138,110006020509
1003113,110006167646
1005243,110006178331
1004850,110006278866
1000832,110006424404
1007558,110006533894
1007982,110006645238
1004687,110006728531
1003694,110006749224
1000007,110007014774
1006023,110007016237
1004560,110007018636
1001126,110007021613
1002479,110007023513
1005865,110007032521
1004057,110007155121
1006905,110007161533
1008920,110007161980
1004686,110007167305
1002788,110007167662
1005951,110007193410
1001911,110007196676
1000499,110007197853
1000947,110007199735
1002696,110007232173
1003493,110007236981
1005464,110007275046
1003298,110007291411
1009148,110007307182
1006998,110007320130
1001028,110007334982
1007404,110007351025
1000221,110007353773
1004647,110007371637
1001851,110007377338
1002470,110007385542
1007802,110007395121
1001353,110007399644
1004781,110007515162
1005751,110007602095
1002465,110007734513
1005013,110007739297
1007514,110007806188
1010137,110007870688
1006755,110007875433
1007915,110007909674
1008625,110007920544
1002805,110007920544
1000055,110008054185
1000198,110008054773
1002637,110008055674
1007346,110008060702
1005208,110008069954
1004938,110008268472
1001585,110008358525
1009903,110008383659
1004767,110008393354
1007646,110008437290
1003293,110008449624
1004170,110008508800
1002099,110008647893
1001618,110008797864
1001370,110008972763
1000669,110008975804
1005179,110009023065
1002899,110009074090
1007855,110009074857
1003042,110009077783
1000873,110009160978
1002081,110009312387
1008003,110009429877
1002165,110009463231
1003079,110009503331
1007951,110009544500
1007880,110009563454
1001860,110009575762
1002004,110009682076
1004094,110009697845
1004772,110009827553
1001775,110009853578
1000047,110009913415
1005126,110009971977
1007047,110009983544
1004747,110010039092
1007668,110010060842
1003443,110010263525
1004310,110010303386
1005882,110010304928
1001986,110010378723
1010172,110010467903
1005432,110010495384
1001056,110010534261
1007745,110010568108
1000700,110010569535
1010290,110010597755
1001331,110010661667
1009830,110010671647
1009674,110010671647
1010429,110010683297
1004244,110010710944
1006825,110010819070
1002556,110010971984
1006851,110011074149
1007026,110011091745
1011725,110011093173
1009733,110011599948
1001835,110011748911
1010812,110011771948
1001141,110011873534
1007220,110011879057
1005310,110012141805
1001165,110012145507
1004787,110012162480
1005807,110012174565
1004157,110012199405
1009595,110012236801
1010182,110012364967
1004131,110012414128
1003589,110012509071
1005714,110012511120
1001358,110012574071
1002597,110012587370
1003766,110012629183
1000339,110012694209
1001179,110012705956
1004879,110012998676
1001733,110013288557
1005386,110013292515
1000244,110013329558
1001567,110013337095
1010114,110013349563
1000152,110013395003
1010126,110013597642
1000081,110013666372
1010937,110013681809
1000280,110013682452
1007709,110013690817
1007888,110013701084
1000742,110013716826
1006260,110013743388
1000229,110013794000
1007744,110013838375
1006417,110013863925
1003736,110013874977
1004278,110013888613
1003032,110013924824
1003536,110013944312
1004487,110013947435
1010314,110013968475
1001635,110013968983
1003232,110013969811
1005825,110013975902
1002104,110013977704
1001568,110013980406
1004119,110013980781
1005654,110013980870
1000366,110013981165
1007666,110013982342
1003031,110013983886
1010144,110014010453
1005008,110014021646
1005496,110014061488
1005651,110014074811
1000314,110014324052
1004620,110014325854
1005970,110014398455
1003479,110014464784
1000735,110015064008
1011060,110015584848
1005070,110015604283
1001881,110015636427
1007419,110015649592
1007353,110015673270
1004841,110015706119
1006840,110015710499
1000929,110015743301
1005215,110015744541
1000851,110015759874
1007482,110015761996
1007481,110015761996
1008809,110015771431
1004903,110015795861
1003149,110015817749
1001351,110015854609
1002044,110016734300
1001357,110016774864
1006999,110016798866
1001086,110016940159
1001714,110017313423
1002169,110017348226
1003132,110017393907
1010590,110017396094
1005355,110017396414
1006102,110017397752
1002864,110017403745
1007883,110017408287
1007041,110017408296
1001259,110017409286
1001807,110017412968
1000222,110017414172
1009588,110017416535
1002282,110017417696
1005823,110017418061
1007867,110017418338
1001422,110017422145
1004085,110017422582
1004695,110017422733
1001487,110017431215
1001224,110017431484
1007592,110017685067
1006030,110017775433
1000602,110017782568
1000265,110017805730
1007607,110017973004
1000046,110017973335
1006116,110017976403
1011826,110017980871
1004660,110017989863
1005734,110017992886
1007060,110017998470
1005574,110018206822
1006664,110018270672
1004887,110018291882
1008469,110018941234
1005209,110018967313
1000781,110019644679
1000131,110019673441
1007716,110019750438
1006910,110019768526
1001617,110019893276
1000091,110019898896
1007674,110020504266
1004848,110020669463
1003976,110020670610
1001958,110020673378
1009980,110020821789
1002366,110020889920
1006401,110021012045
1003138,110021153516
1000805,110021292260
1001526,110021308253
1001337,110021315254
1005200,110021321844
1006040,110021360329
1002440,110022360899
1000648,110022381545
1008234,110022382802
1004178,110022439798
1000462,110022483258
1007618,110022506983
1003646,110022572795
1002505,110022575480
1009701,110022763393
1000162,110022766096
1005716,110022810449
1004667,110022863980
1000065,110022882585
1000798,110022938419
1001858,110022939454
1004382,110023010178
1000456,110023138451
1006939,110023772229
1001232,110023868554
1006290,110024046717
1000438,110024436608
1006409,110024519001
1004079,110024836668
1001368,110024952176
1008474,110025046411
1000437,110025213061
1000941,110025239837
1007847,110025333707
1006321,110025336606
1010365,110025362195
1010538,110025400046
1004332,110027236694
1002796,110027308063
1002866,110027376293
1000404,110027827207
1011161,110027984894
1006863,110028005968
1003207,110028009768
1000449,110028012004
1000448,110028014529
1005264,110028020442
1009136,110028022271
1007178,110028032698
1001700,110028033125
1006446,110028036765
1002728,110028037363
1000472,110028042516
1010578,110028042730
1007726,110028043980
1004840,110028125570
1008203,110028136700
1003429,110028187049
1001662,110028677091
1005679,110028896167
1012016,110030490788
1002512,110030493366
1007780,110030493375
1004715,110030555316
1005969,110030736693
1004498,110030746101
1006430,110030747084
1004228,110031108584
1006141,110031117716
1005900,110031220042
1005853,110031262185
1003170,110031262425
1001459,110031277669
1003174,110031423458
1001305,110031504959
1004104,110031505501
1006257,110031511497
1010424,110032604466
1008169,110032607089
1005252,110032749177
1006162,110032882735
1002611,110032885723
1008107,110032905792
1004578,110032928269
1005217,110032965548
1001350,110033008876
1001619,110033028738
1002727,110033135328
1003450,110033177425
1007865,110033178175
1003679,110033204887
1001071,110033219078
1003173,110033244077
1002752,110033594064
1006946,110033676564
1009441,110033685732
1008188,110033685732
1011783,110033809001
1010742,110033871237
1010067,110034018943
1000352,110034091729
1006485,110034135335
1007581,110034154313
1002091,110034162251
1004533,110034167069
1006421,110034168576
1007357,110034168656
1000881,110034182854
1008976,110034207481
1010535,110034220750
1008242,110034220750
1007104,110034242077
1005131,110034275521
1008914,110034276432
1006059,110034400351
1005649,110034422578
1000481,110034594419
1002758,110034641635
1006291,110034755842
1004799,110035195614
1010209,110035768648
1010458,110035821082
1008536,110035839876
1008530,110035839876
1000414,110036377266
1007090,110037069720
1004601,110037100785
1006211,110037144079
1006534,110037236103
1009317,110037251381
1008696,110037251381
1008695,110037251381
1003067,110037262636
1005456,110037274437
1011200,110037374640
1011198,110037388877
1006114,110037389224
1005691,110037526157
1006308,110037527218
1004552,110037598784
1007984,110037601217
1010605,110037848498
1004328,110038091043
1010543,110038156134
1002338,110038157151
1005999,110038159863
1001780,110038160272
1007661,110038160584
1006391,110038161921
1002802,110038324382
1002230,110038364427
1008130,110038365426
1009384,110038382577
1003778,110038438465
1002987,110038503900
1009505,110038932411
1002910,110039000096
1004404,110039134683
1006378,110039256275
1003647,110039495613
1007721,110040448860
1008781,110040482117
1006288,110040507458
1000168,110040566633
1007327,110040567687
1000483,110040568793
1000519,110040570986
1000531,110040575099
1000782,110040576267
1011305,110040608205
1008014,110040620600
1001106,110040862527
1004396,110040877619
1002898,110040888554
1003148,110040889839
1000269,110040907212
1004276,110040912313
1006385,110040929939
1005833,110040943012
1001384,110040957364
1000903,110040957694
1005755,110040961947
1004933,110040962303
1001741,110040963286
1003408,110040995199
1006860,110040997393
1007193,110041000948
1007622,110041023807
1002436,110041029749
1005299,110041040922
1005564,110041053061
1002590,110041056692
1006614,110041057138
1006069,110041061374
1002462,110041063274
1007522,110041074501
1003765,110041078311
1006663,110041120578
1010632,110041122237
1005362,110041127517
1002712,110041165690
1002975,110041188773
1003583,110041189558
1006759,110041198076
1002020,110041205692
1005845,110041489537
1003661,110041564287
1004644,110041594833
1006167,110041624409
1008587,110041727637
1006617,110042082572
1009859,110042336665
1004452,110043087619
1011715,110043265365
1011271,110043274792
1009632,110043295797
1009090,110043297296
1009221,110043305688
1010567,110043581111
1001697,110043644385
1003055,110043678366
1008783,110043748424
1002672,110043781495
1005916,110043781583
1004635,110043781805
1005436,110043782118
1002336,110043782323
1006380,110043783064
1004977,110043783064
1003564,110043783420
1001796,110043784018
1006331,110043784107
1005018,110043784802
1003806,110043785142
1005462,110043785384
1003218,110043785758
1002116,110043786720
1004247,110043786775
1004204,110043787015
1002441,110043788452
1003144,110043788470
1002429,110043788586
1008009,110043789040
1004323,110043789308
1004798,110043790001
1005387,110043790092
1005384,110043790172
1003252,110043790449
1003549,110043790528
1001815,110043790859
1005103,110043792964
1003642,110043793035
1002298,110043793419
1002133,110043793455
1005097,110043793767
1002352,110043793785
1003323,110043794016
1007837,110043795319
1006929,110043796210
1005251,110043796283
1004110,110043796416
1010667,110043796443
1007352,110043796443
1004462,110043796595
1004335,110043796942
1005482,110043797068
1004675,110043797264
1005569,110043797371
1002025,110043797424
1002250,110043797433
1000326,110043797585
1005953,110043797870
1004193,110043797923
1004352,110043798147
1004432,110043798370
1008730,110043799538
1005810,110043799663
1007349,110043800312
1004135,110043800385
1002797,110043800438
1007007,110043800964
1002762,110043801106
1005517,110043801525
1001747,110043802089
1001791,110043802098
1003816,110043802123
1003374,110043802347
1000600,110043802677
1007931,110043802775
1003411,110043802846
1004387,110043803195
1007281,110043803337
1003328,110043803630
1004063,110043803989
1002316,110043804425
1004587,110043804700
1005140,110043804817
1002600,110043805040
1004659,110043805834
1006215,110043806165
1008595,110043806174
1007449,110043806174
1007048,110043806370
1002582,110043806478
1005166,110043806646
1004769,110043807235
1004040,110043807672
1004123,110043807681
1004827,110043807814
1001738,110043808591
1006001,110043808680
1002113,110043808742
1004203,110043808859
1004979,110043808948
1006494,110043809448
1002218,110043809448
1002931,110043809466
1006833,110043809518
1002896,110043809527
1005007,110043809625
1005529,110043810329
1004542,110043810926
1006734,110043812595
1004293,110043812746
1004872,110043812997
1006807,110043813040
1002419,110043814753
1010434,110043814904
1006604,110043815057
1007154,110043815342
1002924,110043853238
1010586,110043863922
1001277,110043952283
1006611,110043969747
1005767,110043969845
1000478,110043970174
1005793,110043970316
1009495,110043970735
1000350,110043971146
1005703,110043971191
1007508,110043971379
1007120,110043971422
1007141,110043971574
1006687,110043971789
1007118,110043971841
1007758,110043972234
1006516,110043972555
1007952,110043972564
1007083,110043972779
1007222,110043972788
1001088,110043972822
1007253,110043973055
1007517,110043973484
1005776,110043973581
1005373,110043973849
1001123,110043973867
1000890,110043973938
1008973,110043974376
1001703,110044210831
1010554,110044315862
1008062,110044837683
1009101,110045408698
1006206,110045433535
1001181,110045448262
1009685,110045589724
1010705,110045615205
1008703,110045659140
1005472,110045659140
1010152,110045954927
1010748,110046249500
1001569,110046273466
1010612,110050259474
1005495,110052002436
1010432,110054078065
1010416,110054088955
1010027,110054133335
1010607,110054184235
1010404,110054619999
1010401,110054620193
1007414,110054620406
1009905,110054620629
1001716,110054620852
1008764,110054621021
1008775,110054621174
1010475,110055376301
1010693,110055415581
1002050,110055507447
1002063,110055507456
1003025,110055508008
1003142,110055508124
1003250,110055508286
1004326,110055509392
1004449,110055509490
1005650,110055510497
1005963,110055510781
1008089,110055511003
1007009,110055511414
1008123,110055512333
1008273,110055512823
1008328,110055512994
1008405,110055513207
1008675,110055514055
1008882,110055515189
1009062,110055515802
1009112,110055515982
1009386,110055516534
1009552,110055517089
1009748,110055517114
1009572,110055517141
1009629,110055517301
1009669,110055517481
1009740,110055517631
1009751,110055517686
1009920,110055518355
1009923,110055518382
1009926,110055518408
1009929,110055518426
1010076,110055519167
1010111,110055519327
1010119,110055519381
1010142,110055519513
1010148,110055519559
1010178,110055519675
1010207,110055519826
1010232,110055519960
1010323,110055520404
1010324,110055520413
1010346,110055520510
1010395,110055520609
1010413,110055520654
1010481,110055520850
1010486,110055520903
1010489,110055520912
1010572,110055521225
1010589,110055521261
1010609,110055521332
1010661,110055521528
1010756,110055521582
1010714,110055521742
1010720,110055521779
1012054,110055590953
1010400,110055644860
1010393,110055644860
1011270,110055951260
1011661,110055951331
1008098,110055977199
1011722,110056339699
1010917,110056339715
1010871,110056382132
1010945,110056382686
1003475,110056382882
1003375,110056383033
1010947,110056383417
1000620,110056537804
1004237,110056905407
1000017,110056953765
1005770,110056954096
1003669,110056954808
1010939,110056961480
1009710,110056968884
1001803,110056970434
1004818,110056972307
1011614,110057004664
1011530,110057004682
1011007,110057067338
1011001,110057067454
1011069,110057067775
1011070,110057067784
1002955,110057376398
1010729,110057653427
1006503,110057908019
1010156,110058021929
1004130,110058113704
1011127,110058238900
1011123,110058239017
1011181,110058239035
1011118,110058239605
1011119,110058239614
1011178,110058239785
1011202,110058239909
1011230,110058239954
1011214,110058240327
1011510,110058379525
1009997,110058379758
1011277,110058379794
1006627,110058379981
1011291,110058379990
1011315,110058380238
1004886,110059257806
1011859,110059344473
1011549,110059678353
1008331,110059765384
1008207,110059765384
1011080,110060241885
1002900,110060257671
1006415,110060338255
1000291,110060882567
1005548,110062014742
1012042,110062098242
1011421,110062540754
1011398,110062542093
1004998,110063104670
1010768,110063124024
1011440,110063234879
1011439,110063234922
1005844,110063278411
1005809,110063668277
1011505,110063697398
1011556,110063744836
1011658,110063744934
1011655,110063745050
1011617,110063745201
1007304,110063985344
1005747,110063988859
1007633,110063988957
1011761,110064007122
1011738,110064007284
1011743,110064007300
1011762,110064007319
1011692,110064007532
1011695,110064007569
1011727,110064007694
1003303,110064023667
1008060,110064048926
1010241,110064152385
1002572,110064195240
1006751,110064202982
1005430,110064337141
1007874,110064626846
1002977,110067040669
1011846,110067200362
1011847,110067200399
1001650,110067215864
1011878,110067273104
1011921,110067409076
1011925,110067409110
1011939,110067409165
1011953,110067409343
1011947,110067409432
1011995,110067409664
1012034,110067543625
1012055,110067543750
1011705,110069533071
1003292,110069709113
1001411,110069998646
1007363,110043804568
1008713,110055514199
1012057,110067543493
1011701,110064007417
1011647,110063745103
1011158,110058239286
1012109,110069532893
1011332,110058379874
1011129,110058240158
1002631,110043789415
1011598,110063745309
1010244,110055520002
1010480,110055520841
1001938,110043808635
1001793,110043794007
1009991,110055518596
1007487,110067263357
1010056,110055519032
1012020,110067543689
1010618,110055521387
1002707,110041006041
1012110,110069532900
1008277,110055512832
1011393,110062541478
1008281,110055512841
1000303,110064332262
1011644,110063745185
1003345,110055508455
1004233,110043809509
1010703,110055517123
1008163,110055512529
1010221,110055519906
1002885,110007013150
1011879,110067273113
1011629,110063745407
1004008,110043804318
1010245,110055520011
1002299,110000308435
1007435,110000308444
1009167,110000311911
1001087,110000316024
1001246,110000317826
1002103,110000321189
1006828,110000322589
1000761,110000322623
1005863,110000325540
1010405,110000326736
1004730,110000329797
1011242,110000330650
1004215,110000332916
1004150,110000334530
1002976,110000334709
1004641,110000338536
1001205,110000342371
1000320,110000347777
1006778,110000348589
1005124,110000349515
1005443,110000351994
1000912,110000353509
1006147,110000362036
1010187,110000368209
1004724,110000370982
1005959,110000372329
1002179,110000372686
1003093,110000374005
1000916,110000374130
1004410,110000377976
1001671,110000381845
1004508,110000382005
1002714,110000385645
1002545,110000385878
1000618,110000385896
1007765,110000386029
1006014,110000391816
1006530,110000391898
1005904,110000392174
1002434,110000394948
1000853,110000395162
1003276,110000397883
1003581,110000399462
1005907,110000399792
1007544,110000401360
1004833,110000404296
1000677,110000406917
1002458,110000413954
1002790,110000413972
1005415,110000414347
1001550,110000415596
1006208,110000415630
1001060,110000415783
1002932,110000416014
1002144,110000420205
1002034,110000420606
1002013,110000420900
1000790,110000421534
1007698,110000421776
1002862,110000423426
1000691,110000423612
1006988,110000424390
1000693,110000425656
1000694,110000427422
1006874,110000427681
1010687,110000428270
1001522,110000430178
1000342,110000433013
1001336,110000434174
1001518,110000434717
1000466,110000438107
1003757,110000438731
1001035,110000440210
1003002,110000440229
1007455,110000445368
1000063,110000448409
1005738,110000450173
1003633,110000450752
1008036,110000451038
1001879,110000452867
1001426,110000460153
1002633,110000460297
1003772,110000460670
1006062,110000460885
1005198,110000461134
1004324,110000462179
1010305,110000462543
1006711,110000462758
1000619,110000462936
1004234,110000463098
1007562,110000463221
1001870,110000463427
1004071,110000465728
1002197,110000466273
1001462,110000467851
1006137,110000468342
1006412,110000468431
1009068,110000468921
1008732,110000470053
1006681,110000470455
1006048,110000481292
1002565,110000481684
1006099,110000481755
1011345,110000481817
1004830,110000481924
1001718,110000485270
1010519,110000486304
1006932,110000486322
1010442,110000486340
1008262,110000487027
1006018,110000488936
1000024,110000489659
1010722,110000491165
1003261,110000492020
1007790,110000493136
1001598,110000493305
1003141,110000493831
1001675,110000493902
1009805,110000496400
1010208,110000498211
1003264,110000498774
1011309,110000499755
1006889,110000500501
1007399,110000503018
1002830,110000503937
1007965,110000505640
1006656,110000506079
1006856,110000506159
1009491,110000511107
1004004,110000514550
1007204,110000519582
1004870,110000519895
1001129,110000520614
1005321,110000523611
1005975,110000527476
1010628,110000537250
1006270,110000538473
1000877,110000538801
1007396,110000545517
1004636,110000549513
1004053,110000550886
1000387,110000554301
1003770,110000560544
1008560,110000562935
1006847,110000578679
1002170,110000579856
1007735,110000580577
1007967,110000580960
1000659,110000581086
1005622,110000584332
1001244,110000584537
1002176,110000586081
1007793,110000586125
1006242,110000586376
1001771,110000586401
1007180,110000587071
1000324,110000587464
1000353,110000587491
1006467,110000588640
1004997,110000590101
1000852,110000591930
1003215,110000592047
1001538,110000592216
1007374,110000593171
1002000,110000594401
1000838,110000595080
1005852,110000595339
1004072,110000595543
1001524,110000595794
1006100,110000595954
1006814,110000597266
1002305,110000599594
1005035,110000600421
1006727,110000600868
1001478,110000603936
1001532,110000605587
1007786,110000606746
1005128,110000606808
1006827,110000608030
1006868,110000608254
1002231,110000609707
1000447,110000609994
1004774,110000618564
1003944,110000619652
1002876,110000700055
1007696,110000716226
1005837,110000730433
1010593,110000741243
1001412,110000741270
1010636,110000743900
1003649,110000744749
1003993,110000746373
1004907,110000746444
1002606,110000753122
1003577,110000772913
1004316,110000787079
1006075,110000802374
1006390,110000802640
1004412,110000808083
1002396,110000815495
1004153,110000815538
1002577,110000816412
1006824,110000818697
1000841,110000823379
1003756,110000830833
1008030,110000832243
1002178,110000834036
1003152,110000834072
1000744,110000836659
1006246,110000841527
1005256,110000844631
1006673,110000845186
1000295,110000868865
1003707,110000869793
1000254,110000875367
1008767,110000885784
1006811,110000896816
1001490,110000909214
1009430,110000911176
1001456,110000914734
1007634,110000924251
1000134,110001086547
1007540,110001091425
1005265,110001093165
1007132,110001102832
1009789,110001137957
1011742,110001142228
1002108,110001147394
1001204,110001147786
1011361,110001154535
1001629,110001163062
1007651,110001190997
1005501,110001191068
1004051,110001191415
1005659,110001193814
1007927,110001200922
1006647,110001220492
1006730,110001225843
1000155,110001235155
1004467,110001244662
1004314,110001244724
1005718,110001297999
1004027,110001337875
1006744,110001339016
1004026,110001349522
1004983,110001404864
1004897,110001409565
1004784,110001474672
1004881,110001474912
1004854,110001508379
1007953,110001526064
1004098,110001529258
1005490,110001547675
1004845,110001556138
1000727,110001559215
1001260,110001575787
1007087,110001595239
1007920,110001600232
1004626,110001600786
1010107,110001618385
1001921,110001620014
1000864,110001634072
1012039,110001634642
1002227,110001676785
1001639,110001678033
1002968,110001737130
1007820,110001737577
1006871,110001766349
1002002,110001776800
1003743,110001822626
1005295,110001837380
1006737,110001848252
1007859,110001860184
1003227,110001864545
1002432,110001866712
1005671,110001867560
1004248,110001876346
1007088,110001886745
1009163,110001916945
1000707,110001958515
1001279,110001959195
1002456,110001960771
1008247,110001981829
1007289,110001986218
1007216,110001988877
1001216,110002053580
1001301,110002054491
1000202,110002071739
1001672,110002095321
1000394,110002097766
1011871,110002114729
1006897,110002127680
1002706,110002128402
1000585,110002128518
1006966,110002135582
1003145,110002152937
1001092,110002232209
1000878,110002235000
1011855,110002319982
1002120,110002321381
1010026,110002327232
1000801,110002374216
1009558,110002379818
1002570,110002380254
1001255,110002404390
1007296,110002463548
1004960,110002475722
1002017,110002477659
1007187,110002569569
1010423,110002701238
1010421,110002701238
1010420,110002701238
1007015,110002762207
1001447,110002921713
1002934,110002929813
1001263,110002936538
1009189,110002977985
1008295,110002994190
1002300,110003086320
1010121,110003116663
1003247,110003226857
1010497,110003244114
1001602,110003271049
1003357,110003300990
1005986,110003347156
1005917,110003352693
1003259,110003705606
1003086,110003781578
1010539,110004589133
1009283,110004766129
1008632,110004766129
1008733,110004954194
1003945,110005058043
1008692,110005116105
1008518,110005116105
1008517,110005116105
1009717,110005153065
1007233,110005187760
1004847,110005289357
1004775,110005320955
1005412,110005365050
1002871,110005518136
1009828,110005553622
1003325,110005670577
1001340,110005971733
1003041,110005985416
1000904,110005996636
1000581,110006011680
1006256,110006020028
1005283,110006034727
1009085,110006035361
1001430,110006035370
1009829,110006039054
1006120,110006126717
1010582,110006134691
1003473,110006165746
1001525,110006166139
1001227,110006175575
1004354,110006263248
1007613,110006275903
1001325,110006360446
1002815,110006364077
1001006,110006497585
1009464,110006498913
